rating,guest,trip_type,length_of_stay,title,review,review_date,country,stay_date,review_year,review_month,stay_year,stay_month,stopword_text,lemmatized_text,tokenized_text,hotel,channel,room_type,sentiment
8,karine,couple,5,very good even though the value for money is too high,"swimming pool a bit cool very friendly and responsive staff gwe had some small issues that were resolved very quickly
excellent breakfast",6/16/2022,france,6/1/2022,2022,june,2022,june,swimming pool bit cool friendly responsive staff gwe small issues resolved quickly excellent breakfast,swimming pool a bit cool very friendly and responsive staff gwe had some small issue that were resolved very quickly excellent breakfast,"['swimming', 'pool', 'a', 'bit', 'cool', 'very', 'friendly', 'and', 'responsive', 'staff', 'gwe', 'had', 'some', 'small', 'issues', 'that', 'were', 'resolved', 'very', 'quickly', 'excellent', 'breakfast']",adiwana unagi suites,booking.com,adiwana pool access,pos
10,iris,family,4,great hotel with very friendly staff,despite repeated requests unfortunately they could not make any statements about tours rent a scooter etc very courteous staff has seen the wishes almost in advance,6/11/2022,germany,6/1/2022,2022,june,2022,june,despite repeated requests unfortunately could make statements tours rent scooter etc courteous staff seen wishes almost advance,despite repeated request unfortunately they could not make any statement about tour rent a scooter etc very courteous staff ha seen the wish almost in advance,"['despite', 'repeated', 'requests', 'unfortunately', 'they', 'could', 'not', 'make', 'any', 'statements', 'about', 'tours', 'rent', 'a', 'scooter', 'etc', 'very', 'courteous', 'staff', 'has', 'seen', 'the', 'wishes', 'almost', 'in', 'advance']",adiwana unagi suites,booking.com,club room,pos
9,carina,group,4,great hotel with wonderful staff," requested information from reception not really received ferry  excursions  scooter  very nice and friendly staff very accommodating 
 great view from the pool 
 delicious breakfast free shuttle to ubud attention last goes back to the hotel at 615 pm
 breakfast to go for excursions
 breakfast is available all day",6/10/2022,germany,6/1/2022,2022,june,2022,june,requested information reception really received ferry excursions scooter nice friendly staff accommodating great view pool delicious breakfast free shuttle ubud attention last goes back hotel 615 pm breakfast go excursions breakfast available day,requested information from reception not really received ferry excursion scooter very nice and friendly staff very accommodating great view from the pool delicious breakfast free shuttle to ubud attention last go back to the hotel at 615 pm breakfast to go for excursion breakfast is available all day,"['requested', 'information', 'from', 'reception', 'not', 'really', 'received', 'ferry', 'excursions', 'scooter', 'very', 'nice', 'and', 'friendly', 'staff', 'very', 'accommodating', 'great', 'view', 'from', 'the', 'pool', 'delicious', 'breakfast', 'free', 'shuttle', 'to', 'ubud', 'attention', 'last', 'goes', 'back', 'to', 'the', 'hotel', 'at', '615', 'pm', 'breakfast', 'to', 'go', 'for', 'excursions', 'breakfast', 'is', 'available', 'all', 'day']",adiwana unagi suites,booking.com,club room,pos
9,jeroen,couple,5,fabulous hotel,the pool area has relatively few sun beds for the number of guests the staff is very friendly and helpful you can ask questions via whatsapp or order something for example when you are at the pool breakfast is very good,6/5/2022,netherlands,6/1/2022,2022,june,2022,june,pool area relatively sun beds number guests staff friendly helpful ask questions via whatsapp order something example pool breakfast good,the pool area ha relatively few sun bed for the number of guest the staff is very friendly and helpful you can ask question via whatsapp or order something for example when you are at the pool breakfast is very good,"['the', 'pool', 'area', 'has', 'relatively', 'few', 'sun', 'beds', 'for', 'the', 'number', 'of', 'guests', 'the', 'staff', 'is', 'very', 'friendly', 'and', 'helpful', 'you', 'can', 'ask', 'questions', 'via', 'whatsapp', 'or', 'order', 'something', 'for', 'example', 'when', 'you', 'are', 'at', 'the', 'pool', 'breakfast', 'is', 'very', 'good']",adiwana unagi suites,booking.com,club room,pos
8,alexandra,couple,6,"very nice hotel, ideal for relaxing, had a very nice time at adiwana unagi.","the service or communication at the pool could be improved a little  very friendly and helpful staff 
close to the center shuttle service to the center if you do not want to travel with a scooter
 nicely decorated room with direct access to the pool 
 wellmaintained facility",6/1/2022,germany,5/1/2022,2022,june,2022,may,service communication pool could improved little friendly helpful staff close center shuttle service center want travel scooter nicely decorated room direct access pool wellmaintained facility,the service or communication at the pool could be improved a little very friendly and helpful staff close to the center shuttle service to the center if you do not want to travel with a scooter nicely decorated room with direct access to the pool wellmaintained facility,"['the', 'service', 'or', 'communication', 'at', 'the', 'pool', 'could', 'be', 'improved', 'a', 'little', 'very', 'friendly', 'and', 'helpful', 'staff', 'close', 'to', 'the', 'center', 'shuttle', 'service', 'to', 'the', 'center', 'if', 'you', 'do', 'not', 'want', 'to', 'travel', 'with', 'a', 'scooter', 'nicely', 'decorated', 'room', 'with', 'direct', 'access', 'to', 'the', 'pool', 'wellmaintained', 'facility']",adiwana unagi suites,booking.com,adiwana pool access,pos
9,stephan,couple,4,excellent,the information for further transport to lombok was not extensive very onesided the food was awesome room with pool access very nice great facility  friendly staff,5/21/2022,germany,5/1/2022,2022,may,2022,may,information transport lombok extensive onesided food awesome room pool access nice great facility friendly staff,the information for further transport to lombok wa not extensive very onesided the food wa awesome room with pool access very nice great facility friendly staff,"['the', 'information', 'for', 'further', 'transport', 'to', 'lombok', 'was', 'not', 'extensive', 'very', 'onesided', 'the', 'food', 'was', 'awesome', 'room', 'with', 'pool', 'access', 'very', 'nice', 'great', 'facility', 'friendly', 'staff']",adiwana unagi suites,booking.com,adiwana pool access,pos
9,mariya,couple,4,it was good here 🙌🏼,the water in the pool is chlorinated this is usual and normal but in the rooms the water also seemed to be chlorinated there was a smell and the body smelled after the shower everything is great  comfortable clean beautiful delicious ,3/17/2022,kazakhstan,3/1/2022,2022,march,2022,march,water pool chlorinated usual normal rooms water also seemed chlorinated smell body smelled shower everything great comfortable clean beautiful delicious,the water in the pool is chlorinated this is usual and normal but in the room the water also seemed to be chlorinated there wa a smell and the body smelled after the shower everything is great comfortable clean beautiful delicious,"['the', 'water', 'in', 'the', 'pool', 'is', 'chlorinated', 'this', 'is', 'usual', 'and', 'normal', 'but', 'in', 'the', 'rooms', 'the', 'water', 'also', 'seemed', 'to', 'be', 'chlorinated', 'there', 'was', 'a', 'smell', 'and', 'the', 'body', 'smelled', 'after', 'the', 'shower', 'everything', 'is', 'great', 'comfortable', 'clean', 'beautiful', 'delicious']",adiwana unagi suites,booking.com,club room,pos
5,manuela,family,8,not recommended for us and far too expensive.,the breakfast was  la carte and did not meet our taste at all the staff did not understand that we wanted to also at dinner we were served melon juice instead of melons we had to pay for the juice as well the pool near our room was dirty there were no beach chairs when i requested one the print out was stained the hotel is not worth the price the size of the room was pleasant the outdoor bathtub was great spa treatment was soothing prices for food were reasonable,8/29/2024,germany,8/1/2024,2024,august,2024,august,breakfast la carte meet taste staff understand wanted also dinner served melon juice instead melons pay juice well pool near room dirty beach chairs requested one print stained hotel worth price size room pleasant outdoor bathtub great spa treatment soothing prices food reasonable,the breakfast wa la carte and did not meet our taste at all the staff did not understand that we wanted to also at dinner we were served melon juice instead of melon we had to pay for the juice a well the pool near our room wa dirty there were no beach chair when i requested one the print out wa stained the hotel is not worth the price the size of the room wa pleasant the outdoor bathtub wa great spa treatment wa soothing price for food were reasonable,"['the', 'breakfast', 'was', 'la', 'carte', 'and', 'did', 'not', 'meet', 'our', 'taste', 'at', 'all', 'the', 'staff', 'did', 'not', 'understand', 'that', 'we', 'wanted', 'to', 'also', 'at', 'dinner', 'we', 'were', 'served', 'melon', 'juice', 'instead', 'of', 'melons', 'we', 'had', 'to', 'pay', 'for', 'the', 'juice', 'as', 'well', 'the', 'pool', 'near', 'our', 'room', 'was', 'dirty', 'there', 'were', 'no', 'beach', 'chairs', 'when', 'i', 'requested', 'one', 'the', 'print', 'out', 'was', 'stained', 'the', 'hotel', 'is', 'not', 'worth', 'the', 'price', 'the', 'size', 'of', 'the', 'room', 'was', 'pleasant', 'the', 'outdoor', 'bathtub', 'was', 'great', 'spa', 'treatment', 'was', 'soothing', 'prices', 'for', 'food', 'were', 'reasonable']",adiwana unagi suites,booking.com,one-bedroom villa with private pool,pos
6,julia,couple,4,nice facility and damp rooms,you have to know that in ubud there is generally a very humid atmosphere and the sky is mostly covered drying clothes is impossible here unfortunately the rooms are very humid and the beds especially pillows smell musty damp also electronic devices like ipads should stay at home ours is now broken after 4 days in this room we generally liked the south of the island better fantastic pool with great views very nice hotel complex and good restaurant good free shuttle to the very full and touristic center of ubud free afternoon tea with delicious appetizers the staff is very young and there is a great working atmosphere all staff are really very friendly and helpful great view at breakfast from the pool suites to the pool,5/29/2024,germany,5/1/2024,2024,may,2024,may,know ubud generally humid atmosphere sky mostly covered drying clothes impossible unfortunately rooms humid beds especially pillows smell musty damp also electronic devices like ipads stay home broken 4 days room generally liked south island better fantastic pool great views nice hotel complex good restaurant good free shuttle full touristic center ubud free afternoon tea delicious appetizers staff young great working atmosphere staff really friendly helpful great view breakfast pool suites pool,you have to know that in ubud there is generally a very humid atmosphere and the sky is mostly covered drying clothes is impossible here unfortunately the room are very humid and the bed especially pillow smell musty damp also electronic device like ipads should stay at home ours is now broken after 4 day in this room we generally liked the south of the island better fantastic pool with great view very nice hotel complex and good restaurant good free shuttle to the very full and touristic center of ubud free afternoon tea with delicious appetizer the staff is very young and there is a great working atmosphere all staff are really very friendly and helpful great view at breakfast from the pool suite to the pool,"['you', 'have', 'to', 'know', 'that', 'in', 'ubud', 'there', 'is', 'generally', 'a', 'very', 'humid', 'atmosphere', 'and', 'the', 'sky', 'is', 'mostly', 'covered', 'drying', 'clothes', 'is', 'impossible', 'here', 'unfortunately', 'the', 'rooms', 'are', 'very', 'humid', 'and', 'the', 'beds', 'especially', 'pillows', 'smell', 'musty', 'damp', 'also', 'electronic', 'devices', 'like', 'ipads', 'should', 'stay', 'at', 'home', 'ours', 'is', 'now', 'broken', 'after', '4', 'days', 'in', 'this', 'room', 'we', 'generally', 'liked', 'the', 'south', 'of', 'the', 'island', 'better', 'fantastic', 'pool', 'with', 'great', 'views', 'very', 'nice', 'hotel', 'complex', 'and', 'good', 'restaurant', 'good', 'free', 'shuttle', 'to', 'the', 'very', 'full', 'and', 'touristic', 'center', 'of', 'ubud', 'free', 'afternoon', 'tea', 'with', 'delicious', 'appetizers', 'the', 'staff', 'is', 'very', 'young', 'and', 'there', 'is', 'a', 'great', 'working', 'atmosphere', 'all', 'staff', 'are', 'really', 'very', 'friendly', 'and', 'helpful', 'great', 'view', 'at', 'breakfast', 'from', 'the', 'pool', 'suites', 'to', 'the', 'pool']",adiwana unagi suites,booking.com,adiwana pool access,pos
6,virginie,couple,3,too long...,"odors in the bathroom the noise of the air conditioning the tv of the neighbor 
the small pool with 8 deck chairs booked without anyone on it no towel very dark room the friendliness of the staff",4/17/2024,france,4/1/2024,2024,april,2024,april,odors bathroom noise air conditioning tv neighbor small pool 8 deck chairs booked without anyone towel dark room friendliness staff,odor in the bathroom the noise of the air conditioning the tv of the neighbor the small pool with 8 deck chair booked without anyone on it no towel very dark room the friendliness of the staff,"['odors', 'in', 'the', 'bathroom', 'the', 'noise', 'of', 'the', 'air', 'conditioning', 'the', 'tv', 'of', 'the', 'neighbor', 'the', 'small', 'pool', 'with', '8', 'deck', 'chairs', 'booked', 'without', 'anyone', 'on', 'it', 'no', 'towel', 'very', 'dark', 'room', 'the', 'friendliness', 'of', 'the', 'staff']",adiwana unagi suites,booking.com,unagi suite,pos
7,nils,couple,4,good," only 8 beach chairs at the pool for the whole hotel area  breakfast not good unfortunately with the worst we had in bali best room booked without breakfast  room was great  facility well maintained 
 staff very nice 
 pool nicely laid out",10/28/2023,germany,10/1/2023,2023,october,2023,october,8 beach chairs pool whole hotel area breakfast good unfortunately worst bali best room booked without breakfast room great facility well maintained staff nice pool nicely laid,only 8 beach chair at the pool for the whole hotel area breakfast not good unfortunately with the worst we had in bali best room booked without breakfast room wa great facility well maintained staff very nice pool nicely laid out,"['only', '8', 'beach', 'chairs', 'at', 'the', 'pool', 'for', 'the', 'whole', 'hotel', 'area', 'breakfast', 'not', 'good', 'unfortunately', 'with', 'the', 'worst', 'we', 'had', 'in', 'bali', 'best', 'room', 'booked', 'without', 'breakfast', 'room', 'was', 'great', 'facility', 'well', 'maintained', 'staff', 'very', 'nice', 'pool', 'nicely', 'laid', 'out']",adiwana unagi suites,booking.com,club room,pos
4,elias,couple,7,disappointing,klimaanlage hat 6 von 7 nchte nicht funktioniert  zu kalt dann zu warm keine konstante luft gehabt nettes personal zimmer sind sauber und gutes frhstck,6/5/2023,germany,4/1/2023,2023,june,2023,april,klimaanlage hat 6 von 7 nchte nicht funktioniert zu kalt dann zu warm keine konstante luft gehabt nettes personal zimmer sind sauber und gutes frhstck,klimaanlage hat 6 von 7 nchte nicht funktioniert zu kalt dann zu warm keine konstante luft gehabt nettes personal zimmer sind sauber und gutes frhstck,"['klimaanlage', 'hat', '6', 'von', '7', 'nchte', 'nicht', 'funktioniert', 'zu', 'kalt', 'dann', 'zu', 'warm', 'keine', 'konstante', 'luft', 'gehabt', 'nettes', 'personal', 'zimmer', 'sind', 'sauber', 'und', 'gutes', 'frhstck']",adiwana unagi suites,booking.com,club room,pos
4,елена,solo traveler,10,careless attitude towards guests! poor cleaning - always dirty floors. mediocre food.,when you decide to stay be sure to ask if your room has a door to another room it is impossible to get enough sleep new people are checked in every day and since people check in for a day they literally try to take everything from life it is very noisy all conversations can be heard verbatim if a neighbor watches tv at night went to the toilet came back late and makes noise  you will share this pleasure with them do not be fooled by the retouched photos the hotel is very shabby the bathtub is all chipped and dirty  i have never climbed into it beautiful view from the balcony to the jungle,3/27/2023,russia,2/1/2023,2023,march,2023,february,decide stay sure ask room door another room impossible get enough sleep new people checked every day since people check day literally try take everything life noisy conversations heard verbatim neighbor watches tv night went toilet came back late makes noise share pleasure fooled retouched photos hotel shabby bathtub chipped dirty never climbed beautiful view balcony jungle,when you decide to stay be sure to ask if your room ha a door to another room it is impossible to get enough sleep new people are checked in every day and since people check in for a day they literally try to take everything from life it is very noisy all conversation can be heard verbatim if a neighbor watch tv at night went to the toilet came back late and make noise you will share this pleasure with them do not be fooled by the retouched photo the hotel is very shabby the bathtub is all chipped and dirty i have never climbed into it beautiful view from the balcony to the jungle,"['when', 'you', 'decide', 'to', 'stay', 'be', 'sure', 'to', 'ask', 'if', 'your', 'room', 'has', 'a', 'door', 'to', 'another', 'room', 'it', 'is', 'impossible', 'to', 'get', 'enough', 'sleep', 'new', 'people', 'are', 'checked', 'in', 'every', 'day', 'and', 'since', 'people', 'check', 'in', 'for', 'a', 'day', 'they', 'literally', 'try', 'to', 'take', 'everything', 'from', 'life', 'it', 'is', 'very', 'noisy', 'all', 'conversations', 'can', 'be', 'heard', 'verbatim', 'if', 'a', 'neighbor', 'watches', 'tv', 'at', 'night', 'went', 'to', 'the', 'toilet', 'came', 'back', 'late', 'and', 'makes', 'noise', 'you', 'will', 'share', 'this', 'pleasure', 'with', 'them', 'do', 'not', 'be', 'fooled', 'by', 'the', 'retouched', 'photos', 'the', 'hotel', 'is', 'very', 'shabby', 'the', 'bathtub', 'is', 'all', 'chipped', 'and', 'dirty', 'i', 'have', 'never', 'climbed', 'into', 'it', 'beautiful', 'view', 'from', 'the', 'balcony', 'to', 'the', 'jungle']",adiwana unagi suites,booking.com,adiwana forest view,pos
10,anonymous,family,2,we had two great days there but could have used a few more. the breakfast was indescribably delicious and,everything was delicious really luxurious hotel but helpful staff and absolutely fantastic food can really be recommended,1/12/2023,denmark,1/1/2023,2023,january,2023,january,everything delicious really luxurious hotel helpful staff absolutely fantastic food really recommended,everything wa delicious really luxurious hotel but helpful staff and absolutely fantastic food can really be recommended,"['everything', 'was', 'delicious', 'really', 'luxurious', 'hotel', 'but', 'helpful', 'staff', 'and', 'absolutely', 'fantastic', 'food', 'can', 'really', 'be', 'recommended']",adiwana unagi suites,booking.com,adiwana pool access,pos
5,anonymous,couple,3,"wouldn't book again, for that price you'll find much better accommodation",eating and drinking aged pool,9/19/2023,belgium,9/1/2023,2023,september,2023,september,eating drinking aged pool,eating and drinking aged pool,"['eating', 'and', 'drinking', 'aged', 'pool']",adiwana unagi suites,booking.com,adiwana pool access,pos
10,prandwinata,couple trip,,,love the staff they are very helpful and friendly,8/20/2024,,8/20/2024,2024,august,2024,August,love staff helpful friendly,love the staff they are very helpful and friendly,"['love', 'the', 'staff', 'they', 'are', 'very', 'helpful', 'and', 'friendly']",adiwana unagi suites,tiket.com,,pos
10,tracey,couple trip,,,i had such an incredible experience at this hotel its super safe quiet and conveniently located near everything oh and the restaurant there absolutely amazing the staff is truly incredible too they treat every guest like family remembering names and where theyre from i highly recommend this resort to everyone trust me you wont be disappointed,5/7/2024,,5/7/2024,2024,may,2024,May,incredible experience hotel super safe quiet conveniently located near everything oh restaurant absolutely amazing staff truly incredible treat every guest like family remembering names theyre highly recommend resort everyone trust wont disappointed,i had such an incredible experience at this hotel it super safe quiet and conveniently located near everything oh and the restaurant there absolutely amazing the staff is truly incredible too they treat every guest like family remembering name and where theyre from i highly recommend this resort to everyone trust me you wont be disappointed,"['i', 'had', 'such', 'an', 'incredible', 'experience', 'at', 'this', 'hotel', 'its', 'super', 'safe', 'quiet', 'and', 'conveniently', 'located', 'near', 'everything', 'oh', 'and', 'the', 'restaurant', 'there', 'absolutely', 'amazing', 'the', 'staff', 'is', 'truly', 'incredible', 'too', 'they', 'treat', 'every', 'guest', 'like', 'family', 'remembering', 'names', 'and', 'where', 'theyre', 'from', 'i', 'highly', 'recommend', 'this', 'resort', 'to', 'everyone', 'trust', 'me', 'you', 'wont', 'be', 'disappointed']",adiwana unagi suites,tiket.com,,pos
10,michael,family trip,,,the staff were all fantastic from the moment we checked in to when we checked out everyone from the front desk reception to the restaurant staff were very helpful always going above and beyond  the floating breakfast was also really nice they were also very responsive to answer all our questions and inquiries and provided many recommendations for activities to do the restaurant was very good providing a variety of options i really an awesome place to stay,3/23/2024,,3/23/2024,2024,march,2024,March,staff fantastic moment checked checked everyone front desk reception restaurant staff helpful always going beyond floating breakfast also really nice also responsive answer questions inquiries provided many recommendations activities restaurant good providing variety options really awesome place stay,the staff were all fantastic from the moment we checked in to when we checked out everyone from the front desk reception to the restaurant staff were very helpful always going above and beyond the floating breakfast wa also really nice they were also very responsive to answer all our question and inquiry and provided many recommendation for activity to do the restaurant wa very good providing a variety of option i really an awesome place to stay,"['the', 'staff', 'were', 'all', 'fantastic', 'from', 'the', 'moment', 'we', 'checked', 'in', 'to', 'when', 'we', 'checked', 'out', 'everyone', 'from', 'the', 'front', 'desk', 'reception', 'to', 'the', 'restaurant', 'staff', 'were', 'very', 'helpful', 'always', 'going', 'above', 'and', 'beyond', 'the', 'floating', 'breakfast', 'was', 'also', 'really', 'nice', 'they', 'were', 'also', 'very', 'responsive', 'to', 'answer', 'all', 'our', 'questions', 'and', 'inquiries', 'and', 'provided', 'many', 'recommendations', 'for', 'activities', 'to', 'do', 'the', 'restaurant', 'was', 'very', 'good', 'providing', 'a', 'variety', 'of', 'options', 'i', 'really', 'an', 'awesome', 'place', 'to', 'stay']",adiwana unagi suites,tiket.com,,pos
10,lori d,couple trip,,,wonderful experience very clean very friendly staff ,2/17/2024,,2/17/2024,2024,february,2024,February,wonderful experience clean friendly staff,wonderful experience very clean very friendly staff,"['wonderful', 'experience', 'very', 'clean', 'very', 'friendly', 'staff']",adiwana unagi suites,tiket.com,,pos
10,kim,couple trip,,,everything was amazing the staff accommodation and the food i must admit that adiwanas staff were the absolute highlight sadly i didnt get everyones name but the young ladies at the front desk were excellent vopi from the restaurant was one name i do remember and she was perfection thank you vopi for many excellent memories management should be very proud of all the staff at adiwana unagi suites,9/4/2023,,9/4/2023,2023,september,2023,September,everything amazing staff accommodation food must admit adiwanas staff absolute highlight sadly didnt get everyones name young ladies front desk excellent vopi restaurant one name remember perfection thank vopi many excellent memories management proud staff adiwana unagi suites,everything wa amazing the staff accommodation and the food i must admit that adiwanas staff were the absolute highlight sadly i didnt get everyones name but the young lady at the front desk were excellent vopi from the restaurant wa one name i do remember and she wa perfection thank you vopi for many excellent memory management should be very proud of all the staff at adiwana unagi suite,"['everything', 'was', 'amazing', 'the', 'staff', 'accommodation', 'and', 'the', 'food', 'i', 'must', 'admit', 'that', 'adiwanas', 'staff', 'were', 'the', 'absolute', 'highlight', 'sadly', 'i', 'didnt', 'get', 'everyones', 'name', 'but', 'the', 'young', 'ladies', 'at', 'the', 'front', 'desk', 'were', 'excellent', 'vopi', 'from', 'the', 'restaurant', 'was', 'one', 'name', 'i', 'do', 'remember', 'and', 'she', 'was', 'perfection', 'thank', 'you', 'vopi', 'for', 'many', 'excellent', 'memories', 'management', 'should', 'be', 'very', 'proud', 'of', 'all', 'the', 'staff', 'at', 'adiwana', 'unagi', 'suites']",adiwana unagi suites,tiket.com,,pos
10,maria,couple trip,,,we found the staff to be super friendly and helpful the accommodation was superb cleaned every day we would recommend this property,6/16/2023,,6/16/2023,2023,june,2023,June,found staff super friendly helpful accommodation superb cleaned every day would recommend property,we found the staff to be super friendly and helpful the accommodation wa superb cleaned every day we would recommend this property,"['we', 'found', 'the', 'staff', 'to', 'be', 'super', 'friendly', 'and', 'helpful', 'the', 'accommodation', 'was', 'superb', 'cleaned', 'every', 'day', 'we', 'would', 'recommend', 'this', 'property']",adiwana unagi suites,tiket.com,,pos
10,ratna dewi mustikawati,family trip,,,the service is very good the hotel view is also very good there are lots of treesthe service is very friendly to get happy honeymoon cakes welcome drinks and aftermoon tea as wellvery suitable for those who want honeymoon,1/16/2023,,1/16/2023,2023,january,2023,January,service good hotel view also good lots treesthe service friendly get happy honeymoon cakes welcome drinks aftermoon tea wellvery suitable want honeymoon,the service is very good the hotel view is also very good there are lot of treesthe service is very friendly to get happy honeymoon cake welcome drink and aftermoon tea a wellvery suitable for those who want honeymoon,"['the', 'service', 'is', 'very', 'good', 'the', 'hotel', 'view', 'is', 'also', 'very', 'good', 'there', 'are', 'lots', 'of', 'treesthe', 'service', 'is', 'very', 'friendly', 'to', 'get', 'happy', 'honeymoon', 'cakes', 'welcome', 'drinks', 'and', 'aftermoon', 'tea', 'as', 'wellvery', 'suitable', 'for', 'those', 'who', 'want', 'honeymoon']",adiwana unagi suites,tiket.com,,pos
10,agnes wulandari,couple trip,,,excellent the room is clean and spacious love the amenities as they are all super fragrant all staffs are super friendly and helpful definitely recommended well done,12/30/2022,,12/30/2022,2022,december,2022,December,excellent room clean spacious love amenities super fragrant staffs super friendly helpful definitely recommended well done,excellent the room is clean and spacious love the amenity a they are all super fragrant all staff are super friendly and helpful definitely recommended well done,"['excellent', 'the', 'room', 'is', 'clean', 'and', 'spacious', 'love', 'the', 'amenities', 'as', 'they', 'are', 'all', 'super', 'fragrant', 'all', 'staffs', 'are', 'super', 'friendly', 'and', 'helpful', 'definitely', 'recommended', 'well', 'done']",adiwana unagi suites,tiket.com,,pos
10,tw,solo trip,,,the rooms are spacious and very clean the breakfast is delicious will back for holiday,11/29/2022,,11/29/2022,2022,november,2022,November,rooms spacious clean breakfast delicious back holiday,the room are spacious and very clean the breakfast is delicious will back for holiday,"['the', 'rooms', 'are', 'spacious', 'and', 'very', 'clean', 'the', 'breakfast', 'is', 'delicious', 'will', 'back', 'for', 'holiday']",adiwana unagi suites,tiket.com,,pos
10,steven ronald merpati,family trip,,,the hotel is amazingvery good and impressive staying here,4/17/2022,,4/17/2022,2022,april,2022,April,hotel amazingvery good impressive staying,the hotel is amazingvery good and impressive staying here,"['the', 'hotel', 'is', 'amazingvery', 'good', 'and', 'impressive', 'staying', 'here']",adiwana unagi suites,tiket.com,,pos
10,raka eka pramudito,couple trip,,,very surprised at the pricewith a price of 500 thousand you can get a 5 star room with complete facilities the view is also directly the swimming poolnot to mention the service every point of our hotel is served like our own family not excessive but also no less attentionmust try spinyathe most delicious spa and really cheap that has been triedget a free photo session facility in the morning only 1 photo can be sent more than that there is a pricethe breakfast is also very delicious without any maximum limit of breakfast hoursworth to come for this hotelso far the best hotel i ever came,4/3/2022,,4/3/2022,2022,april,2022,April,surprised pricewith price 500 thousand get 5 star room complete facilities view also directly swimming poolnot mention service every point hotel served like family excessive also less attentionmust try spinyathe delicious spa really cheap triedget free photo session facility morning 1 photo sent pricethe breakfast also delicious without maximum limit breakfast hoursworth come hotelso far best hotel ever came,very surprised at the pricewith a price of 500 thousand you can get a 5 star room with complete facility the view is also directly the swimming poolnot to mention the service every point of our hotel is served like our own family not excessive but also no less attentionmust try spinyathe most delicious spa and really cheap that ha been triedget a free photo session facility in the morning only 1 photo can be sent more than that there is a pricethe breakfast is also very delicious without any maximum limit of breakfast hoursworth to come for this hotelso far the best hotel i ever came,"['very', 'surprised', 'at', 'the', 'pricewith', 'a', 'price', 'of', '500', 'thousand', 'you', 'can', 'get', 'a', '5', 'star', 'room', 'with', 'complete', 'facilities', 'the', 'view', 'is', 'also', 'directly', 'the', 'swimming', 'poolnot', 'to', 'mention', 'the', 'service', 'every', 'point', 'of', 'our', 'hotel', 'is', 'served', 'like', 'our', 'own', 'family', 'not', 'excessive', 'but', 'also', 'no', 'less', 'attentionmust', 'try', 'spinyathe', 'most', 'delicious', 'spa', 'and', 'really', 'cheap', 'that', 'has', 'been', 'triedget', 'a', 'free', 'photo', 'session', 'facility', 'in', 'the', 'morning', 'only', '1', 'photo', 'can', 'be', 'sent', 'more', 'than', 'that', 'there', 'is', 'a', 'pricethe', 'breakfast', 'is', 'also', 'very', 'delicious', 'without', 'any', 'maximum', 'limit', 'of', 'breakfast', 'hoursworth', 'to', 'come', 'for', 'this', 'hotelso', 'far', 'the', 'best', 'hotel', 'i', 'ever', 'came']",adiwana unagi suites,tiket.com,,pos
10,tl,trip with friends,,,very nice experience recommended,3/28/2022,,3/28/2022,2022,march,2022,March,nice experience recommended,very nice experience recommended,"['very', 'nice', 'experience', 'recommended']",adiwana unagi suites,tiket.com,,pos
10,magy margareta,solo trip,,,the atmosphere is very calm cool and the service is very goodrecommended,3/27/2022,,3/27/2022,2022,march,2022,March,atmosphere calm cool service goodrecommended,the atmosphere is very calm cool and the service is very goodrecommended,"['the', 'atmosphere', 'is', 'very', 'calm', 'cool', 'and', 'the', 'service', 'is', 'very', 'goodrecommended']",adiwana unagi suites,tiket.com,,pos
10,mulyadi mulyadi,trip with friends,,,fantastic and fabolous hotel,3/18/2022,,3/18/2022,2022,march,2022,March,fantastic fabolous hotel,fantastic and fabolous hotel,"['fantastic', 'and', 'fabolous', 'hotel']",adiwana unagi suites,tiket.com,,pos
10,yy,couple trip,,,best next definitely come here again the staff is very goodfriendly can upgrade the room the best best best is the best,3/14/2022,,3/14/2022,2022,march,2022,March,best next definitely come staff goodfriendly upgrade room best best best best,best next definitely come here again the staff is very goodfriendly can upgrade the room the best best best is the best,"['best', 'next', 'definitely', 'come', 'here', 'again', 'the', 'staff', 'is', 'very', 'goodfriendly', 'can', 'upgrade', 'the', 'room', 'the', 'best', 'best', 'best', 'is', 'the', 'best']",adiwana unagi suites,tiket.com,,pos
10,dheka anzar,couple trip,,,very satisfied regret from the beginning not here,3/13/2022,,3/13/2022,2022,march,2022,March,satisfied regret beginning,very satisfied regret from the beginning not here,"['very', 'satisfied', 'regret', 'from', 'the', 'beginning', 'not', 'here']",adiwana unagi suites,tiket.com,,pos
10,ec,trip with friends,,,adiwana is the best  always look out for adiwana hotels whenever in ubud the hospitality and service is top notch ordered nasi goreng unagi from their elys kitchen and its so good i ordered it again for lunch,3/6/2022,,3/6/2022,2022,march,2022,March,adiwana best always look adiwana hotels whenever ubud hospitality service top notch ordered nasi goreng unagi elys kitchen good ordered lunch,adiwana is the best always look out for adiwana hotel whenever in ubud the hospitality and service is top notch ordered nasi goreng unagi from their elys kitchen and it so good i ordered it again for lunch,"['adiwana', 'is', 'the', 'best', 'always', 'look', 'out', 'for', 'adiwana', 'hotels', 'whenever', 'in', 'ubud', 'the', 'hospitality', 'and', 'service', 'is', 'top', 'notch', 'ordered', 'nasi', 'goreng', 'unagi', 'from', 'their', 'elys', 'kitchen', 'and', 'its', 'so', 'good', 'i', 'ordered', 'it', 'again', 'for', 'lunch']",adiwana unagi suites,tiket.com,,pos
